Specification Number,Specification description,Region,Type,Volume,Spend,Model 1,Model 2,Model 3,Model 4,variable,value,Cluster name,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000009719,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000000501,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000003153,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000003417,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000005865,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000005869,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000007208,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000008653,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000002455,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000002785,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000005954,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000007090,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000000422,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007216,SWEETENER-POWDER-SUCRALOSE,Global,ward_euclidean,118963.65599999999,5864686.98172446,2,0,2,4,200000001014,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Sucralose,Sucralose
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000007237,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000000081,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000000082,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000005955,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000007192,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000007216,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000000024,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000000085,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000001902,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000001923,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000005477,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000005677,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000007338,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000009719,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000000501,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000003153,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000003417,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000005865,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000005869,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000007208,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000008653,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000002455,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000002785,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000005954,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000007090,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000000422,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000007237,SWEETENER-POWDER-ACESULFAME POTASSIUM,Global,ward_euclidean,74675.0,883268.7644416901,6,3,6,11,200000001014,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000000024,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000000081,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000000082,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000005955,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000007192,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000007216,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000007237,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000000085,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000001902,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000001923,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000005477,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000005677,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000007338,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000009719,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000000501,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000003153,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000003417,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000005865,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000005869,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000007208,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000008653,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000002455,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000002785,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000005954,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000007090,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000000422,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000024,Aspartame-PROPOSED HARMONIZE TO 10151899,Global,ward_euclidean,100.0,1538.55667954545,0,1,1,1,200000001014,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000000085,1.0000000000000002,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000000081,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000000082,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000005955,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000007192,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000007216,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000007237,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000000024,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000001902,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000001923,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000005477,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000005677,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000007338,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000009719,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000000501,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000003153,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000003417,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000005865,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000005869,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000007208,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000008653,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000002455,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000002785,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000005954,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000007090,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000000422,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000000085,Acesulfame Potassium,Global,ward_euclidean,6200.0,78512.13409289563,11,8,11,9,200000001014,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000001902,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000000081,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000000082,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000005955,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000007192,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000007216,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000007237,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000000024,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000000085,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000001923,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000005477,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000005677,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000007338,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000009719,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000000501,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000003153,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000003417,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000005865,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000005869,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000007208,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000008653,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000002455,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000002785,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000005954,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000007090,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000000422,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001902,Acesulfame Potassium-Powder,Global,ward_euclidean,73300.0,676234.8727976839,10,0,10,10,200000001014,,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Acesulfame,K
200000001923,Aspartame-Powder,Global,ward_euclidean,205700.0,2810316.872857732,1,5,0,2,200000001923,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
200000001923,Aspartame-Powder,Global,ward_euclidean,205700.0,2810316.872857732,1,5,0,2,200000000081,1.0,,Ingredient,Sugars and Sweeteners,Sweeteners,High Intensity Sweeteners,Aspartame,Aspartame
