Specification Number,Color vs speckle,art vs non-art,pigment,hue,form,form2,water vs oil soluble,"H2 2021 - H1 2022 volume - NA, KG","H2 2021 - H1 2022 volume - MEU, KG","H2 2021 - H1 2022 volume - LA, KG","H2 2021 - H1 2022 volume - AMEA, KG","H2 2021 - H1 2022 spend - NA, USD","H2 2021 - H1 2022 spend - MEU, USD","H2 2021 - H1 2022 spend - LA, USD","H2 2021 - H1 2022 spend - AMEA, USD","H2 2021 - H1 2022 average price - NA, USD/ton","H2 2021 - H1 2022 average price - MEU, USD/ton","H2 2021 - H1 2022 average price - LA, USD/ton","H2 2021 - H1 2022 average price - AMEA, USD/ton",Buy Menu Card - NA - Menu Card Color,Buy Menu Card - MEU - Menu Card Color,Buy Menu Card - LA - Menu Card Color,Buy Menu Card - AMEA - Menu Card Color,Specification description,Classification
200000002478,Colors,Artificial,brilliant blue,blue,powder,lake,,0,0,440,0,0,0,14228.11222,0,,,32336.61869,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,BLUE COLOR INDIGOTINA LAKE ALUM,Ingredient-Other Ingredients-Colors-Artificial
200000002576,Colors,Artificial,brilliant blue,blue,powder,,,0,160,20,0,0,11755.92123,480.3907456,0,,73474.50768,24019.53728,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR POWDER BLUE,Ingredient-Other Ingredients-Colors-Artificial
200000002582,Colors,Artificial,beetroot / red beet,red,powder,lake,,0,0,3287.9,0,0,0,81010.18897,0,,,24638.88469,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED COLOR 40 LAKE,Ingredient-Other Ingredients-Colors-Artificial
200000003245,Colors,Non Artificial,carbon black,black,liquid,,water soluble,0,8265.5,0,0,0,113490.0413,0,0,,13730.57181,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,Color-Paste-Carbon Black-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000003446,Speckles,Speckles or Glitters,brilliant blue,blue,,,,0,15,0,0,0,781.6348263,0,0,,52108.98842,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,"Speckle color,Blue HPMC,Art,Speckle",Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003481,Colors,Others,chlorophyll & chlorophyllins,,liquid,,,0,1120,0,0,0,49688.48189,0,0,,44364.71597,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),CHLOROPHYLLS (E140(i)) FROM STINGING,Ingredient-Other Ingredients-Colors-Others
200000003525,Colors,Artificial,purple blends,purple,,,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Speckle color, Menthol Purple HPMC,Art",Ingredient-Other Ingredients-Colors-Artificial
200000003671,Colors,Non Artificial,curcumin / turmeric,yellow,powder,,water soluble,0,0,110,19120,0,0,4785,731473.7013,,,43500,38256.99275,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),Color-Powder-Curcumin-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000003682,Colors,Non Artificial,beetroot / red beet,red,,,water soluble,0,0,0,6790,0,0,0,373059.22,,,,54942.44772,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),MF bright red P-WS E-163,Ingredient-Other Ingredients-Colors-Non Artificial
200000004788,Colors,Non Artificial,anthocyanins,red,powder,,,0,288,0,0,0,7201.395215,0,0,,25004.8445,,,YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),MEALS ONLY - Colorant - Powder - Anthocyanin,Ingredient-Other Ingredients-Colors-Non Artificial
200000005182,Colors,Non Artificial,paprika extract,orange,liquid,,,0,0,5,0,0,0,163.65,0,,,32730,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),COLOR-LIQUID-PAPRIKA-ACID STABLE-NATURAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000005343,Colors,Artificial,carmine,red,liquid,,,0,900,0,0,0,56792.56267,0,0,,63102.84742,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,CARMINE RED CAL 10 (E 120),Ingredient-Other Ingredients-Colors-Artificial
200000005363,Colors,Artificial,curcumin / turmeric,yellow,powder,,,0,100,0,0,0,8654.231687,0,0,,86542.31687,,,,YELLOW - Exceptional re-use (see Comments),,YELLOW - Exceptional re-use (see Comments),COLOR-POWDER-YELLOW-TURMERIC,Ingredient-Other Ingredients-Colors-Artificial
200000005385,Colors,Non Artificial, BEET SUGAR ,brown,liquid,,water soluble,0,110,0,0,0,777.9524111,0,0,,7072.294646,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,Burnt sugar syrup,Ingredient-Other Ingredients-Colors-Non Artificial
200000005401,Colors,Artificial,indigotine,blue,powder,,,0,8,0,0,0,727.798713,0,0,,90974.83913,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,INDIGO CARMINE/ BLUE (E132),Ingredient-Other Ingredients-Colors-Artificial
200000005404,Colors,Artificial,beetroot / red beet,red,liquid,,,0,10010,0,0,0,44049.4022,0,0,,4400.53968,,,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section), BEETROOT JUICE BETANINE E-162,Ingredient-Other Ingredients-Colors-Artificial
200000006165,Colors,Artificial,indigotine,,powder,,,0,0,0,10,0,0,0,527.9529545,,,,52795.29545,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Colour-Powder-Indigo Carmine-Artificial-E132,Ingredient-Other Ingredients-Colors-Artificial
200000006172,Colors,Artificial,chlorophyll & chlorophyllins,green,powder,,,0,25,0,0,0,919.7481964,0,0,,36789.92786,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY- Colour-Powder-Copper Chlorophyllin-Artificial,Ingredient-Other Ingredients-Colors-Artificial
200000006173,Colors,Non Artificial,anthocyanins,,powder,,,0,570,0,0,0,21461.31225,0,0,,37651.425,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Colour-Powder-Anthocyanin Extract-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000006175,Colors,Artificial, CORN MALTODEXTRIN ,orange,powder,,,0,600,0,0,0,16600.53894,0,0,,27667.5649,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colour-Powder-Annato - Artificial,Ingredient-Other Ingredients-Colors-Artificial
200000006264,Colors,Non Artificial,caramel,,liquid,,,0,0,1100,0,0,0,1227.5,0,,,1115.909091,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,MEALS ONLY - CARAMEL COLOR TYPE CARAMEL,Ingredient-Other Ingredients-Colors-Non Artificial
200000006387,Colors,Non Artificial,caramel,brown,liquid,,,0,0,57200,0,0,0,70824,0,,,1238.181818,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color-Caramel Class III-Liquid,Ingredient-Other Ingredients-Colors-Non Artificial
200000006390,Colors,Non Artificial,curcumin / turmeric,,liquid,,,0,0,342,0,0,0,6377.586769,0,,,18647.91453,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Color- Dark Curcumin- Hydroalcoholic solution,Ingredient-Other Ingredients-Colors-Non Artificial
200000006424,Colors,Artificial,anthocyanins,,,,,0,225,0,0,0,2268.929398,0,0,,10084.13066,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Colour - Anthocyanins,Ingredient-Other Ingredients-Colors-Artificial
200000006702,Colors,Artificial,quinoline,yellow,powder,,water soluble,0,0,0,360,0,0,0,16178.08413,,,,44939.12259,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL ART,QUINOLINE YELLOW",Ingredient-Other Ingredients-Colors-Artificial
200000006706,Colors,Non Artificial,lutein,brown,liquid,,water soluble,0,4450,0,0,0,45057.80903,0,0,,10125.35034,,,YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"COL NAT,LUTEIN,LIQUID",Ingredient-Other Ingredients-Colors-Non Artificial
200000006710,Colors,Non Artificial,paprika extract,orange,,,water soluble,0,734.4,0,0,0,23837.09513,0,0,,32457.91821,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COL NAT,PAPRIKA OLEORESIN",Ingredient-Other Ingredients-Colors-Non Artificial
200000006717,Colors,Artificial, WATER ,orange,liquid,,water soluble,1408.281,0,0,0,83948.09812,0,0,0,59610.33211,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),COLOR-BETA CAROTENE-2-PERCENT-WD-EMULSION,Ingredient-Other Ingredients-Colors-Artificial
200000006842,Colors,Non Artificial,carmine,,powder,lake,water soluble,0,60,0,0,0,22512.27039,0,0,,375204.5065,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOUR,CARMINE 52%",Ingredient-Other Ingredients-Colors-Non Artificial
200000006875,Colors,Artificial,black carrot,black,,,water soluble,0,4500,0,0,0,101586.2657,0,0,,22574.72571,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COL,NAT,BLACK CAROT CONC",Ingredient-Other Ingredients-Colors-Artificial
200000006951,Colors,Artificial,allura red,purple,powder,,,30,0,0,0,1379.055321,0,0,0,45968.5107,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-POWDER-PURPLE,Ingredient-Other Ingredients-Colors-Artificial
200000006952,Colors,Artificial,allura red,black,powder,,,90,0,0,0,4505.270106,0,0,0,50058.55673,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-POWDER-BLACK,Ingredient-Other Ingredients-Colors-Artificial
200000007063,Colors,Artificial,ponceau 4r,red,powder,,water soluble,0,0,0,145,0,0,0,2470.218888,,,,17035.99233,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL,PONCEAU - RED COLOUR",Ingredient-Other Ingredients-Colors-Artificial
200000007091,Colors,Artificial,ponceau 4r,red,powder,,,0,0,0,180,0,0,0,6481.195242,,,,36006.64023,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL,RED GER",Ingredient-Other Ingredients-Colors-Artificial
200000007160,Colors,Artificial,sunset yellow,yellow,powder,,,0,0,40,0,0,0,321.8,0,,,8045,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-POWDER-SUNSET YELLOW,Ingredient-Other Ingredients-Colors-Artificial
200000008052,Colors,Non Artificial,caramel,brown,liquid,,,0,19275,0,0,0,29262.9013,0,0,,1518.179056,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-LIQUID-CARAMEL-SAUCE,Ingredient-Other Ingredients-Colors-Non Artificial
200000008518,Colors,Non Artificial,beetroot / red beet,orange,powder,,,0,0,0,1080,0,0,0,35093.575,,,,32494.05093,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),MEALS ONLY-Color-Beta Carotene-Powder-1%-CWS/M,Ingredient-Other Ingredients-Colors-Non Artificial
200000009529,Colors,Non Artificial, URAJIROGASHI EXTRACT ,,liquid,,,0,0,0,30,0,0,0,64.44678261,,,,2148.226087,,,,YELLOW - Exceptional re-use (see Comments),"HERB, OAKLEAN WHOLE PASTE",Ingredient-Other Ingredients-Colors-Non Artificial
200000010140,Colors,Non Artificial,yellow blends,yellow,liquid,,,0,255,0,0,0,58660.0385,0,0,,230039.3667,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),COL-YELLOW COLOR-LIQUID,Ingredient-Other Ingredients-Colors-Non Artificial
200000010459,Colors,Non Artificial,red radish,red,,,,0,4675,0,0,0,171549.1209,0,0,,36694.99911,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Red Radish - natural colorant,Ingredient-Other Ingredients-Colors-Non Artificial
200000011212,Speckles,Speckles or Glitters, GLUCOSE ,,,,,0,0,0,2825,0,0,0,32665.80242,,,,11563.1159,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),CONFSP_Rainbow sprinkles (Natural colors),Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000000125,Colors,Artificial,tartrazine,yellow,powder,,,0,0,20,0,0,0,166.8643138,0,,,8343.215689,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Color-Tartrazine (Yellow 5) Powder,Ingredient-Other Ingredients-Colors-Artificial
200000000217,Colors,Artificial,brilliant blue,blue,powder,,water soluble,0,0,0,80,0,0,0,3567.564662,,,,44594.55827,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Blue No. 1 Color-Powder-Art-Brilliant Blue,Ingredient-Other Ingredients-Colors-Artificial
200000000218,Colors,Artificial,brilliant blue,blue,powder,lake,water insoluble,0,0,0,60,0,0,0,2453.805928,,,,40896.76546,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Blue No. 1 Lake (11-13%) Color-Powder-Art-Brilliant Blue,Ingredient-Other Ingredients-Colors-Artificial
200000000220,Colors,Artificial,amaranth,red,powder,,water soluble,0,0,0,1300,0,0,0,26464.50729,,,,20357.3133,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Red No. 2 Color-Powder-Art-Amaranth,Ingredient-Other Ingredients-Colors-Artificial
200000000222,Colors,Artificial,beetroot / red beet,red,powder,lake,water insoluble,0,0,0,240,0,0,0,8240.482402,,,,34335.34334,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Red No. 40 Lake (35-42%),Ingredient-Other Ingredients-Colors-Artificial
200000000248,Colors,Non Artificial, CORN MALTODEXTRIN ,,powder,,,0,300,0,0,0,5143.051964,0,0,,17143.50655,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Vitamin-Beta Carotene,Ingredient-Other Ingredients-Colors-Non Artificial
200000000677,Colors,Artificial,tartrazine,yellow,powder,,,0,0,0,160,0,0,0,3222.123553,,,,20138.2722,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RETIRE Color - FD&C Yellow #5 HARMONIZE TO 200000007124,Ingredient-Other Ingredients-Colors-Artificial
200000000680,Colors,Artificial,sunset yellow,yellow,powder,,,0,0,0,40,0,0,0,853.4516,,,,21336.29,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"""MEALS ONLY""-Color - FD&C Yellow #6",Ingredient-Other Ingredients-Colors-Artificial
200000000690,Colors,Artificial,apocarotenal,,,,,0,1,0,0,0,274.5518432,0,0,,274551.8432,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Color-Apocarotenal,Ingredient-Other Ingredients-Colors-Artificial
200000000713,Colors,Non Artificial,paprika extract,red,,,,0,0,0,2360,0,0,0,44712.52544,,,,18945.98536,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"MEALS ONLY-Color-Oleoresin Paprika-60,000 I.C. UNITS",Ingredient-Other Ingredients-Colors-Non Artificial
200000000771,Speckles,Speckles or Glitters, PROPYLENE GLYCOL ,brown,liquid,,,0,0,250,0,0,0,4937.5,0,,,19750,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),,MEALS ONLY - Flavor-Liquid-Maple,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000000984,Colors,Artificial,azorubin,,powder,,water soluble,0,0,0,5,0,0,0,114.5745205,,,,22914.90409,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Carmoisine Color-Powder-Art,Ingredient-Other Ingredients-Colors-Artificial
200000000994,Speckles,Speckles or Glitters,carmine,red,liquid,,,0,0,100,35,0,0,12.85514235,2541.030685,,,128.5514235,72600.87671,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color-Carmine-Liquid,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000001106,Colors,Artificial,carmine,,liquid,,water soluble,0,0,0,180,0,0,0,20053.70154,,,,111409.453,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Colour, Carmine",Ingredient-Other Ingredients-Colors-Artificial
200000001268,Colors,Non Artificial,paprika extract,,liquid,,water soluble,0,50,0,0,0,679.7452,0,0,,13594.904,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colourant-Liquid-Curcumine extract-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000001607,Colors,Artificial,brilliant blue,blue,powder,,water soluble,0,0,0,75,0,0,0,3700.313111,,,,49337.50815,,RED - Do not re-use,,GREEN - Use/Re-use (also check Regulatory Compliance section),"Color,FD&C Blue No1,Powder-PROPOSED HARMONIZE TO 10057192",Ingredient-Other Ingredients-Colors-Artificial
200000001760,Colors,Non Artificial,annatto,brown,powder,,water soluble,0,320,0,0,0,11841.348,0,0,,37004.21249,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colour-Powder-Annatto extract-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000001884,Colors,Non Artificial,tartrazine,yellow,powder,lake,,0,0,20,0,0,0,375,0,,,18750,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color-Lake-Yellow 5 (Tartrazine),Ingredient-Other Ingredients-Colors-Non Artificial
200000001885,Colors,Others,allura red,red,powder,lake,,0,0,20,0,0,0,744.2,0,,,37210,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color-Lake-Allura Red (N°40),Ingredient-Other Ingredients-Colors-Others
200000002026,Colors,Artificial,caramel,brown,powder,,,0,0,0,760,0,0,0,1872.661944,,,,2464.028873,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),COLOUR-POWDER-CARAMEL,Ingredient-Other Ingredients-Colors-Artificial
200000002280,Colors,Non Artificial,orange blends,orange,powder,,,0,0,0,20,0,0,0,6275.7135,,,,313785.675,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),COLOUR POWDER ORANGE RED NATURAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000002294,Speckles,Speckles or Glitters,brilliant blue,blue,powder,,,0,500,0,0,0,14990.12401,0,0,,29980.24801,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Color-Blue Sorbitol Speckles-Powder-N&A,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002319,Colors,Non Artificial, WATER CONDENSATE ,,liquid,,,0,0,180,0,0,0,7508.704762,0,,,41715.02646,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),,COLOR-LIQUID-NATURAL-PROPOSED HARMONIZE TO 10070940,Ingredient-Other Ingredients-Colors-Non Artificial
200000002328,Speckles,Speckles or Glitters,tartrazine,green,,,,0,0,80,0,0,0,3072.635259,0,,,38407.94074,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color- Christmas Green Lacquer,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002329,Speckles,Speckles or Glitters,allura red,red,,lake,,0,0,240,0,0,0,8217.512903,0,,,34239.6371,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color- Christmas Red Lacquer-Zoaroma,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002404,Speckles,Speckles or Glitters,green blends,green,,,,0,0,2025,0,0,0,77990.85,0,,,38514,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),COLOR-GRANULAR-GREEN LOOKRACK,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002862,Speckles,Speckles or Glitters,beetroot / red beet,red,,,,0,0,610,0,0,0,16188.5,0,,,26538.52459,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-COATED-RED SORBITOL GRANULES-ARTIFICIAL,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002867,Speckles,Speckles or Glitters,brilliant blue,blue,,lake,,0,0,1210,0,0,0,86757.9,0,,,71700.7438,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),COLOR-BLUE FLAKES,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002868,Speckles,Speckles or Glitters,green blends,green,,lake,,0,0,920,0,0,0,65764.8,0,,,71483.47826,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),,COLOR-EMERALD GREEN FLAKES,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002869,Speckles,Speckles or Glitters,beetroot / red beet,red,,lake,,0,0,920,0,0,0,65764.8,0,,,71483.47826,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-RED FLAKES,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002871,Speckles,Speckles or Glitters,brilliant blue,blue,,,,0,0,130.68,116.16,0,0,24733.8,21087.69,,,189269.9725,181540.031,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),COLOR - BLUE GLITTER HPMC,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002893,Speckles,Speckles or Glitters,beetroot / red beet,red,,,,0,0,406.56,246.84,0,0,83498.72,44210.93,,,205378.5911,179107.6406,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),COLOR - RED GLITTER HPMC,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002974,Colors,Artificial,chlorophyll & chlorophyllins,green,powder,,,0,0,0,60,0,0,0,135.286551,,,,2254.775851,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"COLOR,SODIUM COPPER CHLOROPHYLLIN",Ingredient-Other Ingredients-Colors-Artificial
200000003005,Speckles,Speckles or Glitters,purple blends,purple,,,,0,0,880,0,0,0,23492,0,,,26695.45455,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-ARTIFICIAL-PURPLE SORBITOL GRANULES,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003008,Speckles,Speckles or Glitters,brilliant blue,blue,,lake,,0,0,300,0,0,0,22827,0,,,76090,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR LIGHT PALE BLUE FLAKES,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003150,Colors,Non Artificial,iron oxide,brown,powder,,water and oil insoluble,0,400,0,0,0,4604.887778,0,0,,11512.21945,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),,,Brown Colour Iron Oxide Powder Blend,Ingredient-Other Ingredients-Colors-Non Artificial
200000003288,Colors,"Clouding agent, Titanium Dioxide",titanium dioxide,white,powder,,,0,0,100,0,0,0,2761,0,,,27610,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"Color-Titanium Dioxide Powder PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes","Ingredient-Other Ingredients-Colors-Clouding agent, Titanium Dioxide"
200000003329,Colors,Artificial,azorubin,red,powder,,water soluble,0,0,60,0,0,0,1075.6,0,,,17926.66667,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,MEALS ONLY - Color-Red 3 Azorubine Powder,Ingredient-Other Ingredients-Colors-Artificial
200000003460,Colors,Artificial,orange blends,orange,powder,,,0,0,0,8200,0,0,0,63129.38,,,,7698.704878,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Colour - Orange SO-20,Ingredient-Other Ingredients-Colors-Artificial
200000003461,Colors,Artificial,orange blends,orange,powder,,water soluble,0,0,0,140,0,0,0,1060,,,,7571.428571,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),COLOR ORANGE,Ingredient-Other Ingredients-Colors-Artificial
200000003676,Colors,Non Artificial, MALTODEXTRIN ,red,powder,,water soluble,0,0,30,12720,0,0,855,295887.4871,,,28500,23261.5949,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Color-Powder-Anthocyanin-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
