Specification Number,Color vs speckle,art vs non-art,pigment,hue,form,form2,water vs oil soluble,"H2 2021 - H1 2022 volume - NA, KG","H2 2021 - H1 2022 volume - MEU, KG","H2 2021 - H1 2022 volume - LA, KG","H2 2021 - H1 2022 volume - AMEA, KG","H2 2021 - H1 2022 spend - NA, USD","H2 2021 - H1 2022 spend - MEU, USD","H2 2021 - H1 2022 spend - LA, USD","H2 2021 - H1 2022 spend - AMEA, USD","H2 2021 - H1 2022 average price - NA, USD/ton","H2 2021 - H1 2022 average price - MEU, USD/ton","H2 2021 - H1 2022 average price - LA, USD/ton","H2 2021 - H1 2022 average price - AMEA, USD/ton",Buy Menu Card - NA - Menu Card Color,Buy Menu Card - MEU - Menu Card Color,Buy Menu Card - LA - Menu Card Color,Buy Menu Card - AMEA - Menu Card Color,Specification description,Classification
200000004098,Speckles,Speckles or Glitters, HYDROXYPROPYL METHYL CELLULOSE ,,,,,0,0,0,123.42,0,0,0,22310.63,,,,180769.9725,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),NAVY HPMC speckle 30 mesh,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000004873,Colors,Others,tartrazine,,,lake,,0,0,100,0,0,0,4.702181079,0,,,47.02181079,,,,,,Color-Caramel-Lacquer,Ingredient-Other Ingredients-Colors-Others
200000004923,Colors,Others,beetroot / red beet,red,powder,,water soluble,0,0,0,25,0,0,0,518.3614534,,,,20734.45814,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-BEETROOT RED-POWDER,Ingredient-Other Ingredients-Colors-Others
200000005189,Colors,Non Artificial, MALTODEXTRIN ,purple,powder,,,0,0,20,0,0,0,4028.01015,0,,,201400.5075,,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,COLOR-POWDER-ANTHOCYANIN-NATURAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000005292,Colors,Non Artificial,caramel,,liquid,,,0,175,0,0,0,832.4464263,0,0,,4756.836721,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,CARAMELIZED SUGAR SYRUP,Ingredient-Other Ingredients-Colors-Non Artificial
200000005379,Colors,Non Artificial, INVERT SUGAR SYRUP ,,liquid,,water soluble,0,60,0,0,0,1071.597604,0,0,,17859.96006,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,Colorant NAT E163-MAGENTO,Ingredient-Other Ingredients-Colors-Non Artificial
200000005406,Colors,Artificial,anthocyanins,purple,powder,,,0,100,0,0,0,4168.354019,0,0,,41683.54019,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GRAPE SKIN EXTRACT,Ingredient-Other Ingredients-Colors-Artificial
200000005674,Colors,Non Artificial,gardenia blue,blue,powder,,,0,0,0,30,0,0,0,60.37446341,,,,2012.482114,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"COLOR, NICHINO-BLUE COLOR-PWDR",Ingredient-Other Ingredients-Colors-Non Artificial
200000005777,Colors,Non Artificial,carmine,red,,,,0,1155,0,0,0,47656.72183,0,0,,41261.23102,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Color Carmine Blend,Ingredient-Other Ingredients-Colors-Non Artificial
200000006169,Colors,Artificial, CORN MALTODEXTRIN ,,powder,,,0,0,0,30,0,0,0,726,,,,24200,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Colour-Powder-Carotene-Natural,Ingredient-Other Ingredients-Colors-Artificial
200000006170,Colors,Non Artificial,curcumin / turmeric,,powder,,,0,20,0,0,0,3780.201506,0,0,,189010.0753,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,Colour-Powder-Curcumine (E100)-natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000006171,Colors,Others,paprika extract,,powder,,,0,28,0,0,0,2810.816886,0,0,,100386.3174,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Colour-Powder-Curcumine Extract-natural,Ingredient-Other Ingredients-Colors-Others
200000006267,Colors,Non Artificial,paprika extract,,liquid,,,0,0,1280,0,0,0,21685.6,0,,,16941.875,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),,"MEALS ONLY - PAPRIKA-OLEORESIN-20,000 COLOR UNITS",Ingredient-Other Ingredients-Colors-Non Artificial
200000006268,Colors,Non Artificial,apocarotenal,,liquid,,,0,0,36,0,0,0,15042.96,0,,,417860,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),MEALS ONLY - APOCAROTENAL-SUSPENSION 20%,Ingredient-Other Ingredients-Colors-Non Artificial
200000006386,Colors,Non Artificial, VEGETABLE OIL BLEND ,,liquid,,oil soluble,0,0,25,0,0,0,5771.75,0,,,230870,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color-Beta-carotene-30% Oily Color,Ingredient-Other Ingredients-Colors-Non Artificial
200000006423,Colors,Non Artificial,carbon black,black,powder,,water soluble,0,100,0,0,0,4753.230087,0,0,,47532.30087,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Colour - Carbon Black,Ingredient-Other Ingredients-Colors-Non Artificial
200000006479,Colors,Artificial,ponceau 4r,red,powder,,,0,0,180,0,0,0,4605.2,0,,,25584.44444,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Color-Powder-Red Ponceau 4R,Ingredient-Other Ingredients-Colors-Artificial
200000006763,Colors,Artificial,allura red,red,powder,lake,,99.999,0,0,0,1802.98,0,0,0,18029.9803,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOR-FD&C-RED-NO-40-LAKE PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Artificial
200000006778,Colors,Artificial,allura red,red,powder,lake,,0,0,0,60,0,0,0,3632.721655,,,,60545.36091,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-FDANDC-RED40-ALUMINUM-LAKE-BLEND,Ingredient-Other Ingredients-Colors-Artificial
200000006869,Colors,Non Artificial,carotenes,,liquid,,,0,90,0,0,0,3470.826009,0,0,,38564.73343,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"COL, LIQUID, CAROTENES",Ingredient-Other Ingredients-Colors-Non Artificial
200000006885,Colors,Non Artificial,paprika extract,purple,liquid,,,0,26,0,0,0,1532.813166,0,0,,58954.35252,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COL,NAT,FRUIT & VEG ANTHO EXTRACT",Ingredient-Other Ingredients-Colors-Non Artificial
200000006910,Colors,Non Artificial,chlorophyll & chlorophyllins,green,liquid,,,0,20,0,100,0,707.163623,0,4467.143284,,35358.18115,,44671.43284,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,COLOR-COPPER CHLOROPHYLLIN-NATURAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000006997,Colors,Non Artificial,carmine,red,liquid,,water soluble,0,50,0,0,0,2701.329579,0,0,,54026.59157,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Carmine color-Liquid-10%,Ingredient-Other Ingredients-Colors-Non Artificial
200000007205,Colors,Artificial,brilliant blue,blue,powder,lake,,40,0,0,0,2152.13,0,0,0,53803.25,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-BLUELAKE,Ingredient-Other Ingredients-Colors-Artificial
200000007259,Colors,Artificial,brilliant blue,blue,liquid,,,0,0,50,0,0,0,1654.25,0,,,33085,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOR-LIQUID-BLUE PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Artificial
200000007340,Colors,Artificial,beetroot / red beet,green,,,,0,0,0,3254.525322,0,0,0,23563.23,,,,7240.143392,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Colour, DK GRN 16/18 Nonpareils, ART",Ingredient-Other Ingredients-Colors-Artificial
200000008050,Colors,Non Artificial,carmine,,liquid,,,0,20,0,0,0,6432.644607,0,0,,321632.2303,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-LIQUID-CARMINE,Ingredient-Other Ingredients-Colors-Non Artificial
200000008209,Colors,Non Artificial,paprika extract,red,,,,0,40,0,60,0,2026.621547,0,3786.113606,,50665.53867,,63101.89344,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),EM INGREDIENT-PAPRIKA EXTRACT 60 000 C.U,Ingredient-Other Ingredients-Colors-Non Artificial
200000008884,Colors,Artificial,tartrazine,,powder,lake,,0,0,270,0,0,0,8976.711604,0,,,33247.08001,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),,COLOR SOUR APLLE,Ingredient-Other Ingredients-Colors-Artificial
200000010136,Colors,Non Artificial, SUNFLOWER OIL ,red,liquid,,,0,450,0,0,0,10036.5727,0,0,,22303.49488,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),COL-PINK COLOR- LIQUID,Ingredient-Other Ingredients-Colors-Non Artificial
200000010347,Speckles,Speckles or Glitters,orange blends,orange,,,,0,0,58.08,0,0,0,8131.2,0,,,140000,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),ORANGE EDITABLE GLITTER,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000011147,Colors,Artificial, POTASSIUM ALUMINUM SILICATE ,gold,powder,,,0,14,0,0,0,1390.550429,0,0,,99325.03063,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"Color - Shine Gold - Powder -PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Artificial
200000011170,Colors,Non Artificial,beetroot / red beet,red,liquid,,,0,70,0,3000,0,5843.804573,0,176838.0891,,83482.92246,,58946.02969,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Color-Natural Cherry Red L-OD- Liquid,Ingredient-Other Ingredients-Colors-Non Artificial
200000011486,Colors,Non Artificial,brown blends,brown,liquid,,,0,0,0,972,0,0,0,19736.55936,,,,20305.10222,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Colour Liquid Brown OS,Ingredient-Other Ingredients-Colors-Non Artificial
200000011545,Colors,Non Artificial,carmine,red,liquid,,,0,0,0,725,0,0,0,65742.74404,,,,90679.64695,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),Color Liquid RED Carmine oil soluble,Ingredient-Other Ingredients-Colors-Non Artificial
200000012001,Colors,Non Artificial,beetroot / red beet,red,liquid,,water soluble,0,10,0,0,0,153.2233261,0,0,,15322.33261,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Beetroot Juice - natural liquid,Ingredient-Other Ingredients-Colors-Non Artificial
200000001294,Sugars,Specialties,caramel,,liquid,,,0,5700,0,0,0,27322.97893,0,0,,4793.505076,,,,YELLOW - Exceptional re-use (see Comments),,,Colorant_Caramel_Liquid,Ingredient-Sugars and Sweeteners-Sugars-Specialties-Others
200000001674,Colors,Artificial,brilliant blue,blue,liquid,,water soluble,638.718,0,0,0,7417.040482,0,0,0,11612.38682,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"COLOUR-ULTRACOAT BLUE#3 PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Artificial
200000002013,Sugars,Specialties,beetroot / red beet,red,,,,0,0,517000,0,0,0,843381.7647,0,,,1631.299351,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Colored sugar confection (natural colors),Ingredient-Sugars and Sweeteners-Sugars-Specialties-Colored Sugar
200000002382,Sugars,Specialties,carmine,blue,liquid,,,0,50,0,0,0,4469.636849,0,0,,89392.73697,,,,RED - Do not re-use,,,COLOR-COCHINEAL CARMINE-LIQUID,Ingredient-Sugars and Sweeteners-Sugars-Specialties-Others
200000002568,Sugars,Specialties, STARCH SODIUM OCTENYL SUCCINATE ,orange,powder,,,0,95,0,0,0,18957.54708,0,0,,199553.1271,,,,RED - Do not re-use,,,"Color, Beta Carotene",Ingredient-Sugars and Sweeteners-Sugars-Specialties-Others
200000002861,Sweeteners,Polyols,brilliant blue,blue,,,,0,0,30540,0,0,0,794155.4471,0,,,26003.78019,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),,COLORED COATED-BLUE SORBITOL GRANULES-ARTIFICIAL,Ingredient-Sugars and Sweeteners-Sweeteners-Polyols-Sorbitol
200000002994,Sweeteners,Polyols,carbon black,black,,,,0,1100,0,0,0,21159.1638,0,0,,19235.60345,,,,RED - Do not re-use,,,Color-Black color paste (nat extract),Ingredient-Sugars and Sweeteners-Sweeteners-Polyols-Sorbitol
200000003162,Sweeteners,Polyols,azorubin,red,powder,,,0,0,1360,0,0,0,29386,0,,,21607.35294,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),,Color- Powder- Red 5- Azorubine (Carmoisine),Ingredient-Sugars and Sweeteners-Sweeteners-Polyols-Sorbitol
200000003318,Sweeteners,Polyols,orange blends,orange,,,,0,0,0,261.32,0,0,0,44117.6,,,,168825.9605,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"COLOR - ORANGE GLITTER HPMC PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Sugars and Sweeteners-Sweeteners-Polyols-Sorbitol
200000003494,Flavors,Creative Flavors Non Artificial,beetroot / red beet,red,,,,0,610,0,0,0,66091.20257,0,0,,108346.2337,,,,YELLOW - Exceptional re-use (see Comments),,YELLOW - Exceptional re-use (see Comments),Speckle Color Natural Red HPMC-Kerry,Ingredient-Other Ingredients-Flavors-Creative Flavors Non Artificial-Fruit
200000003886,Sweeteners,Polyols,orange blends,orange,,,,0,0,910,0,0,0,23991.5,0,,,26364.28571,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),,Orange Sorbitol Granules,Ingredient-Sugars and Sweeteners-Sweeteners-Polyols-Sorbitol
200000004295,Sweeteners,Polyols,grape,,,,,0,0,0,261.36,0,0,0,45138.18,,,,172705.0046,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),Grape Skin Extract Pink Glitter-30 Mesh,Ingredient-Sugars and Sweeteners-Sweeteners-Polyols-Sorbitol
200000004505,Vitamins and Minerals ,Vitamin Others, CORN OIL ,red,liquid,,,0,0,0,700,0,0,0,129118.5115,,,,184455.0164,,,,,COLOR-BETA CAROTENE-30% FS,Ingredient-Other Ingredients-Vitamins and Minerals -Vitamin Others
200000005403,Fruits and Vegetables,"Fruit, other",iron oxide and titanium dioxide,purple,powder,,,0,1760,0,0,0,182442.9325,0,0,,103660.7571,,,,YELLOW - Exceptional re-use (see Comments),,,Fruit and fruit products-Concentrates-Elderberry,"Ingredient-Other Ingredients-Fruits and Vegetables-Fruit, other"
200000005778,Vitamins and Minerals ,Vitamin Others, SUGAR ,,,,,0,120,0,0,0,16612.94827,0,0,,138441.2356,,,,RED - Do not re-use,,,Color-Beta Carotene 10 %CWS,Ingredient-Other Ingredients-Vitamins and Minerals -Vitamin Others
200000006129,Sweeteners,Syrups, BEET SUGAR ,brown,liquid,,,0,78100,0,0,0,113263.5875,0,0,,1450.237996,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),,, MEALS ONLY - Burnt Sugar-Syrup,Ingredient-Sugars and Sweeteners-Sweeteners-Syrups-Other
200000007167,Other Food Additives,Chemicals, ETHYL MALTOL ,white,powder,,,0,30,200,0,0,6978.765,14029.75,0,,232625.5,70148.75,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,FLAVOR-POWDER-ETHYL MALTOL-ARTIFICIAL,Ingredient-Other Ingredients-Other Food Additives-Chemicals
200000008086,Sugars,Specialties,caramel,,liquid,,,0,1440,0,0,0,3735.427051,0,0,,2594.046563,,,,RED - Do not re-use,,,Caramel Colour E150c 3350,Ingredient-Sugars and Sweeteners-Sugars-Specialties-Others
200000000070,Colors,Artificial,sunset yellow,yellow,,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Color-Dry-Yellow #6-Granular-Gluten Addendum Required,Ingredient-Other Ingredients-Colors-Artificial
200000000426,Colors,Artificial,sunset yellow,orange,,,,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Orange Shade Colour,Ingredient-Other Ingredients-Colors-Artificial
200000000430,Colors,Artificial,yellow blends,yellow,liquid,,,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Colour Solution - Yellow,Ingredient-Other Ingredients-Colors-Artificial
200000000689,Colors,Artificial,titanium dioxide,white,powder,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Color-Titanium Dioxide PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Artificial
200000000707,Colors,Non Artificial,curcumin / turmeric,yellow,liquid,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),COLORANT-LIQUID-TURMERIC-NATURAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000000795,Colors,Artificial,beetroot / red beet,red,powder,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),MEALS ONLY - 1% Red Allura Colour,Ingredient-Other Ingredients-Colors-Artificial
200000001389,Colors,Artificial,caramel,,liquid,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Colour, Caramel, Liquid",Ingredient-Other Ingredients-Colors-Artificial
200000001611,Colors,Artificial,indigotine,blue,powder,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"Color, FD & C Blue No 2, Powder",Ingredient-Other Ingredients-Colors-Artificial
200000001635,Colors,Artificial,green blends,green,liquid,,water soluble,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOUR-LIQUID-GREEN-,Ingredient-Other Ingredients-Colors-Artificial
200000002245,Colors,Artificial,tartrazine,yellow,powder,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),fd&C Yellow N5,Ingredient-Other Ingredients-Colors-Artificial
200000002718,Colors,Artificial,yellow blends,yellow,powder,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-POWDER-YELLOW,Ingredient-Other Ingredients-Colors-Artificial
200000002877,Colors,Non Artificial,paprika extract,,liquid,,,0,0,0,0,0,0,0,0,,,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),,GREEN - Use/Re-use (also check Regulatory Compliance section),"COLOUR, PAPRIKA NATURAL",Ingredient-Other Ingredients-Colors-Non Artificial
200000003015,Colors,Artificial,yellow blends,yellow,liquid,,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,Color-Lycopene Suspension 2 percent (Yellow 27),Ingredient-Other Ingredients-Colors-Artificial
200000003089,Speckles,Speckles or Glitters,orange blends,orange,powder,,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Speckle color,Orange HPMC,powder PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003663,Colors,Non Artificial,caramel,brown,liquid,,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,Caramel Color III,Ingredient-Other Ingredients-Colors-Non Artificial
200000003882,Speckles,Speckles or Glitters,green blends,green,liquid,,,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),COLOUR-LIQUID-APPLE GREEN-VEGETABLE BASED,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003906,Speckles,Speckles or Glitters,green blends,green,,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Natural Green Speckle (Alfalfa),Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003926,Colors,Non Artificial,purple blends,purple,,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Purple-Pink GSE Speckle,Ingredient-Other Ingredients-Colors-Non Artificial
200000003932,Colors,Non Artificial,curcumin / turmeric,yellow,,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Curcumin Yellow Speckle,Ingredient-Other Ingredients-Colors-Non Artificial
200000003950,Colors,Non Artificial,green blends,green,,,,0,0,0,0,0,0,0,0,,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MINT GREEN MIICROFINE DISPERSION SE OB,Ingredient-Other Ingredients-Colors-Non Artificial
200000005220,Speckles,Speckles or Glitters,beetroot / red beet,red,,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-RED-SPECTRA-FLECKS-ARTIFICIAL,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000005221,Speckles,Speckles or Glitters,green blends,green,,,,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,COLOR-GREEN-SPECTRA-FLECKS-ARTIFICIAL,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000005604,Speckles,Speckles or Glitters,brilliant blue,blue,,,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Glitter Blue Non Menthol, 16mesh",Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000005881,Colors,"Clouding agent, Titanium Dioxide", CORN MALTODEXTRIN ,white,powder,,,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"Color-Powder-Cloud Agent PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes","Ingredient-Other Ingredients-Colors-Clouding agent, Titanium Dioxide"
200000006080,Colors,Non Artificial,paprika extract,orange,liquid,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY - Color-Liquid-Paprika Extract Oil Soluble,Ingredient-Other Ingredients-Colors-Non Artificial
200000006461,Colors,"Clouding agent, Titanium Dioxide", CORN MALTODEXTRIN ,white,powder,,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,"Color-Powder-Cloud Agent PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes","Ingredient-Other Ingredients-Colors-Clouding agent, Titanium Dioxide"
200000006950,Colors,"Clouding agent, Titanium Dioxide",titanium dioxide,white,powder,,water insoluble,0,0,0,0,0,0,0,0,,,,,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOR-POWDER-TITANIUMDIOXIDE -PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes","Ingredient-Other Ingredients-Colors-Clouding agent, Titanium Dioxide"
200000007071,Colors,Artificial,carmine lake,yellow,,lake,water soluble,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL,SUNSET,YELLOW,LAKE,E110",Ingredient-Other Ingredients-Colors-Artificial
200000008053,Colors,Artificial,caramel,,liquid,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-LIQUID-CARAMEL-SAUCE,Ingredient-Other Ingredients-Colors-Artificial
