Specification Number,Specification description,Region,Type,Volume,Spend,Model 1,Model 2,Model 3,variable,value,Cluster name,Level 0,Level 1,Level 2,Level 3
200000002395,CITRIC ACID MONOHYDRATED FINE GRANULAR,MEU,ward_euclidean,24500.0,72278.45181001083,2,6,2,200000006653,,,CITRIC ACID MONOHYDRATED FINE GRANULAR,CITRIC ACID MONOHYDRATED FINE GRANULAR,CITRIC ACID MONOHYDRATED FINE GRANULAR,CITRIC ACID MONOHYDRATED FINE GRANULAR
200000002395,CITRIC ACID MONOHYDRATED FINE GRANULAR,MEU,ward_euclidean,24500.0,72278.45181001083,2,6,2,200000006712,,,CITRIC ACID MONOHYDRATED FINE GRANULAR,CITRIC ACID MONOHYDRATED FINE GRANULAR,CITRIC ACID MONOHYDRATED FINE GRANULAR,CITRIC ACID MONOHYDRATED FINE GRANULAR
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006627,1.0000000000000002,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000002395,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006843,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006844,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006846,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000007251,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000007732,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000007977,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000008049,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000001439,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006808,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000000289,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000000616,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000000638,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000000723,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000005407,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006653,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006627,"ACID,CITRIC,50% SOLN",MEU,ward_euclidean,176334.0,302549.66485078516,6,0,6,200000006712,,,"ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN","ACID,CITRIC,50% SOLN"
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006843,0.9999999999999998,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000002395,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006627,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006844,0.6124794387597009,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006846,0.5760080225465745,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000007251,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000007732,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000007977,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000008049,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000001439,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006808,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000000289,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000000616,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000000638,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000000723,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000005407,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006653,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006843,ACID-CITRIC ACID- ANHYDROUS-CRYSTALS,MEU,ward_euclidean,473550.0,966613.3889638338,1,0,1,200000006712,,,ACID,CITRIC ACID, ANHYDROUS,CRYSTALS
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006844,0.9999999999999997,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000002395,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006627,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006843,0.6124794387597009,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006846,0.5306667998615562,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000007251,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000007732,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000007977,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000008049,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000001439,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006808,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000000289,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000000616,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000000638,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000000723,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000005407,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006653,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006844,"ACID,CITRIC ACID- ENCAPSULATED 35%",MEU,ward_euclidean,9700.0,100291.8410139909,1,0,1,200000006712,,,"ACID,CITRIC ACID", ENCAPSULATED 35%, ENCAPSULATED 35%, ENCAPSULATED 35%
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006846,1.0,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000002395,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006627,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006843,0.5760080225465745,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006844,0.5306667998615562,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000007251,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000007732,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000007977,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000008049,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000001439,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006808,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000000289,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000000616,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000000638,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000000723,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000005407,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006653,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000006846,"ACID,CITRIC,ENCAPS,NGM",MEU,ward_euclidean,15700.0,130197.28059756044,1,0,1,200000006712,,,"ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM","ACID,CITRIC,ENCAPS,NGM"
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000007251,0.9999999999999999,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000002395,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006627,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006843,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006844,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006846,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000007732,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000007977,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000008049,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000001439,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006808,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000000289,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000000616,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000000638,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000000723,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000005407,,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006653,0.8381732980353958,,ACID,POWDER,CITRIC ACID NON,GMO
200000007251,ACID-POWDER-CITRIC ACID NON-GMO,MEU,ward_euclidean,128000.0,350922.6631836479,0,7,0,200000006712,0.8346191622358439,,ACID,POWDER,CITRIC ACID NON,GMO
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000007732,0.9999999999999996,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000002395,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006627,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006843,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006844,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006846,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000007251,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000007977,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000008049,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000001439,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006808,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000000289,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000000616,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000000638,0.8727749091678959,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000000723,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000005407,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006653,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
200000007732,DONOT USE- CITRIC ACID-THIS WILL BE HARMONIZED TO 200000006843,MEU,ward_euclidean,85550.0,234842.58771740977,3,5,3,200000006712,,,DONOT USE, CITRIC ACID,THIS WILL BE HARMONIZED TO 200000006843,THIS WILL BE HARMONIZED TO 200000006843
