Specification Number,Specification description,Region,Type,Volume,Spend,Model 1,Model 2,Model 3,variable,value,Cluster name,Level 0,Level 1,Level 2,Level 3
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000007977,0.9999999999999997,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000002395,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006627,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006843,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006844,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006846,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000007251,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000007732,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000008049,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000001439,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006808,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000000289,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000000616,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000000638,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000000723,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000005407,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006653,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000007977,CITRIC ACID MONOHYDRATED-PROPOSED HARMONIZE TO 25000676,MEU,ward_euclidean,7900.0,17645.24331923014,5,4,5,200000006712,,,CITRIC ACID MONOHYDRATED,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676,PROPOSED HARMONIZE TO 25000676
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000008049,1.0000000000000002,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000002395,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006627,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006843,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006844,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006846,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000007251,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000007732,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000007977,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000001439,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006808,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000000289,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000000616,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000000638,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000000723,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000005407,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006653,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000008049,CITRIC ACID POWDER ANHYDROUS-POWDER,MEU,ward_euclidean,2300.0,12165.359197632693,4,0,4,200000006712,,,CITRIC ACID POWDER ANHYDROUS,POWDER,POWDER,POWDER
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000001439,1.0,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000002395,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000006627,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000006843,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000006844,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000006846,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000007251,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000007732,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000007977,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000008049,,,Additive,Citric Acid,Citric Acid,Citric Acid
200000001439,Additive-Citric Acid,MEU,ward_euclidean,17875.0,41929.03104594578,8,2,8,200000006808,,,Additive,Citric Acid,Citric Acid,Citric Acid
