Specification Number,Specification description,Region,Type,Volume,Spend,Model 1,Model 2,Model 3,Model 4,variable,value,Cluster name,Level 0,Level 1,Level 2,Level 3
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000007252,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000000088,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000000574,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000001175,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000001610,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000001925,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000002804,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000005507,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000001782,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000001904,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000007131,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000000616,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000000620,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,3,2,3,5,200000007013,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000001610,0.9999999999999991,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000007252,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000000088,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000000574,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000001175,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000001608,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000001925,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000002804,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000005507,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000001782,0.8033766795792717,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000001904,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000007131,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000000616,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000000620,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001610,"Acid, Citric Acid, Anhydrous, Fine Granules",AMEA,ward_euclidean,119000.0,233668.83430254392,6,0,6,0,200000007013,,,"Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules","Acid, Citric Acid, Anhydrous, Fine Granules"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000001925,1.0000000000000004,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000007252,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000000088,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000000574,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000001175,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000001608,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000001610,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000002804,0.7250756150887883,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000005507,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000001782,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000001904,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000007131,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000000616,0.8033951936903225,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
